ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
83024339234,Able Australia Services,REG,"Level 1, 413 Canterbury Road",,Surrey Hills,VIC,3127,Boroondara,Large,N,Social services,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,Y,Y,Y,Y,N,N,"The organisation principally provided services to children and adults with physical, intellectual and sensory disabilities and to their families during the course of the financial year ended 30 June 2016. Its activities involved the operation of a series of long-term residential options, day services, case management, community services and transport.It provided in home and other community-based respite care, emergency care and a support service to members of this group who live in the community. Training in the use of computers and recreational activities are also included in its services.The organisation also represents the interests of people with a combined vision and hearing impairment as a group.All these activities have assisted the organisation to achieve its short and long term objectives and strategies.The costs of these activities are principally supported by fundraising from the general public, including bequests, and funding received from Department of Health and Human Services (Victoria), Department of Health and Human Services (Tasmania), Department of Health and Community Services (ACT), Department of Communities (QLD), Department Health and Ageing (Cwth).  Human resources and administration services are provided from the organisation_Ü_s premises at 413 Canterbury Road, Surrey Hills, VIC.",N,N,N,N,N,N,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,77,316,140,417,24330353,1164525,8963672,34458550,77422,34535972,27589788,4775,800,0,7400365,34995728,-459756,2335441,0,18851501,18851501,21186942,5178127,0,584647,584647,5762774,15424168,0,-459756,Y,http://www.ableaustralia.org.au
83037756079,Chalmers Presbyterian Church Auburn,REG,14 Rathmines Road,,Hawthorn East,VIC,3123,Boroondara,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,General Community in Australia Women Men Children under 13 'Adults 25-60Elderly 60 and over People with disabilitiesChristian education in UniversitiesMission work in Australia,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,0,0,10,0,15000,114095,129095,0,129095,88312,0,4473,0,39644,132429,-3334,0,0,0,0,50048,0,0,0,0,0,50048,0,0,N,
83055941325,St Paul's Cathedral Welfare Service Inc.,REG,209 Flinders Lane,,Melbourne,VIC,3000,Melbourne,Small,N,Social services,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Welfare,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,2,0,40000,59,40059,0,40059,0,0,40000,0,1789,41789,-1730,0,0,0,0,42935,0,0,0,0,41700,1235,0,0,Y,
83086151620,Estate Alison Margaret Clark,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Large,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1662076,1662076,-1494547,167529,0,0,914616,0,202031,1116647,-949118,1225660,0,24277727,24277727,25503387,59785,0,0,0,59785,25443602,0,-949118,N,
83109950375,The Trustee For The Schiavello Group Charitable Foundation,REG,1 SHARPS ROAD,,Tullamarine,VIC,3043,Hume,Medium,N,Hospital services and rehabilitation activities,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,,N,N,N,N,N,N,Y,N,N,"Our charity has contributed towards medical research, to the St Vincent Institute, Royal Children's Hospital Appeal",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,250000,0,250000,19370,269370,0,0,67625,0,3415,71040,198330,919090,0,0,0,919090,5500,0,0,0,5500,913590,0,198330,Y,
83122808984,The Trustee For The John Joseph Gleeson Scholarship Fund,REG,GPO Box 1461,,Melbourne,VIC,3001,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,For scholarships of students attending Trinity Catholic School,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1367,1367,76,1443,0,0,1273,0,496,1769,-326,0,0,0,0,41449,0,0,0,0,0,41449,0,-326,N,
83165946944,The Trustee For Finn-humphries Charitable Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,77668,77668,0,77668,0,0,51545,0,15149,66694,10974,0,0,0,0,1360641,0,0,0,0,0,1360641,0,10974,N,
83179660568,The Trustee For The Emma Nowak Fund,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,601,601,0,601,0,0,475,0,134,609,-8,0,0,0,0,12185,0,0,0,0,0,12185,0,-8,N,
83475347440,The Trustee For Frank Broadhurst Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,7251,7251,0,7251,0,0,5879,0,2059,7938,-687,0,0,0,0,168340,0,0,0,0,0,168340,0,-687,N,
83519370394,The Trustee For Mendes Morris Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,108,108,0,108,0,0,82,0,28,110,-2,0,0,0,0,2610,0,0,0,0,0,2610,0,-2,N,http://www.zav.org.au/
83627348800,Breakaway Camps Inc,REG,184 Cameron Pde,,Watsonia North,VIC,3087,Banyule,Small,N,Social services,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Early Intervention Program for Disadvantaged Young People 10-16yrs,N,N,N,N,N,N,Y,N,N,"Breakaway Camps ran an early intervention/mentoring program that uses camps and outdoor recreation to connect with and support disadvantaged young people from the cities of Whittlesea, Darebin and Banyule. The purpose of this program is to improve the lifestyle of those enrolled by providing alternatives to give them a sense of achievment and building self esteem. This program is unique as it is offered FREE to disadvantaged families and our team work with these children from as young as 10 years old, supporting them for a period of 4-5 years. The long term approach and working with the children in small groups are key components to our program's success. Young people are referred to our long term program as at risk of living with social and/or financial disadvantage by local welfare organizations, social workers, schools, churches etc.",N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,1,2,0,50,3650,140721,51863,196234,0,196234,121453,0,4003,0,62688,188144,8090,0,0,0,0,682783,0,0,0,0,161904,520879,0,0,Y,
83644196783,The Trustee For Jccv Cultural Fund,REG,306 Hawthorn Road Caulfield South,,Caulfield South,VIC,3162,Glen Eira,Medium,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Actively participates in the Victoria Police Multicultural Portfolio Reference Group, Ethnic Communities Council of Victoria, Faith Communities Council of VictoriaHelps drive bridge-building initiatives through the Jewish Christian Muslim AssociationActively participates on the Spiritual Health Victoria CouncilArranged and hosted events with Victorian Council of churches, Catholic Archdiocese of Melbourne, African communities and inaugural Iftar dinner with the Muslim community.Regularly meets with representatives from a wide variety of communities to discuss issues of mutual concern and project of mutual benefit.Organised a Mental Health Forum and a Drug and Alcohol Abuse Prevention Forum.Continuation of the Youth Alcohol ProjectOrganised immersion days for Members of the State Government and Spiritual care workers to better understand the Jewish community.Organised a workshop on being an active bystander to prevent family violenceChild Protection activities continued including, a further round of child protection policy and procedure training for community organisations and youth groupsLaunched the JCCV_Ü_s LGBTI Services bookletAssisted affiliates with organising and promoting eventsRaised funds for the purposes of the charity through our annual appeal and Kol Nidrei Appeal",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,3,1,0,4,20184,359733,17970,397887,0,397887,228380,0,87283,0,84924,400587,-2700,366924,0,0,0,366924,34499,0,0,0,34499,332425,0,-2700,Y,
83721282502,The Trustee For The Australian Association Of The Sovereign Military Order Of Malta Victorian Charitable Works Trust No 2,REG,38 Grey St,,East Melbourne,VIC,3002,Melbourne,Small,N,Other education,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Investment activities,N,N,N,N,N,N,Y,N,N,"Investigating where we could best assist the community in aiding poverty and advancement of education particularly to children and young adults from non-English speaking backgrounds, providing grants to organisations who supported this work and directly assisting refugee families in need",N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,0,0,0,2,0,0,42669,42669,56,42725,0,0,39602,0,2200,41802,923,0,0,0,0,1101705,0,0,0,0,0,1101705,0,0,N,
83764229161,Alfred Healthcare Trusts Ac R C Choice Medical Research,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,60533,60533,0,60533,0,0,227551,0,253,227804,-167272,0,0,0,0,986550,0,0,0,0,0,986550,0,-167272,N,
83780126485,Hingeley Rd Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,89917,89917,0,89917,0,0,48100,0,5462,53562,36356,0,0,0,0,1585806,0,0,0,0,0,1585806,0,36356,N,http://bpdfoundation.org.au
83813490191,North Cyprus Turkish Association Of Victoria,REG,457 Ballarat Rd,,Sunshine,VIC,3020,Brimbank,Small,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Actively promote community well being through the provisions of social support and interactive lifestyle programs reflecting the needs of our aging community.,N,N,N,N,N,N,Y,N,N,"Actively seeking grants from state and local government bodies, donations from community and fund raising activities to generate income to meet the expense of the activities- social and cultural activities undertaken during the year.",N,Y,Y,N,N,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,Y,,,0,0,0,8,10769,7020,58760,76549,2057,78606,0,0,100,0,48173,48273,30333,0,0,0,0,675423,0,0,0,0,0,675423,0,0,N,
83876246950,The Trustee For George Janko & Karen Inge Foundation,REG,75-79 Barry St,,Carlton,VIC,3053,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Assisting medical researchers in completing research,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,2,0,125000,0,125000,31722,156722,45,0,85000,0,0,85045,71677,0,0,0,0,1287000,0,0,0,0,0,1287000,0,0,Y,http://www.abcfriends.org.au
83885870733,Power House Youth Leadership Foundation Ltd,REG,34 Lakeside Drive,,Albert Park,VIC,3206,Port Phillip,Small,N,Other philanthropic,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"The principal activity of the charity is to raise funds and manage investments to support personal development and leadership programs. These funds were directed into both dedicated scholarships to support various individuals pursue their interests as well as programs run by Lord Somers Camp and Power House for community and personal growth with the values of Fun, Friendship, Care, Acceptance and Belonging.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,10,0,7370,63224,70594,56164,126758,0,0,60000,0,11294,71294,55464,0,0,0,0,1555830,0,0,0,0,171,1555659,0,0,Y,https://www.phylf.org.au
83931895154,The Trustee For The Calvin Seong-guan Ang Memorial Foundation,REG,89 Rochester Road,,Balwyn,VIC,3103,Boroondara,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,We make grant for relief of persons in Australia in necessitous circumstances,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,1,0,12000,17778,29778,0,29778,0,0,21174,0,30,21204,8574,0,0,0,0,339913,0,0,0,0,0,339913,0,0,Y,
84004789726,The Lost Dogs' Home,REG,2 GRACIE STREET,,North Melbourne,VIC,3051,Melbourne,Large,N,Animal protection,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Please refer to our Annual Report available from our website at https://dogshome.com/about-us/annual-reports/,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,90,87,51,20,0,4478498,7800541,12279039,5165644,17444683,5814750,0,1802759,0,11455425,19072934,-1628251,3368290,0,18510424,18510424,21878714,1887288,0,149133,149133,2036421,19842293,0,-1628251,Y,http://www.toobeautifulforearth.org.au
84007325313,Continence Foundation Of Australia Limited,REG,"Lvl 1, 30-32 Sydney Rd",,Brunswick,VIC,3056,Moreland,Large,N,Civic and advocacy activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,"Running a national Continence Helpline, Educational consumer, health professional forums, Development and distribution of resources on incontinence, Accredited training and scholarship programmes, Health promotion and awareness raising, Webinars to educate GPs and health professionals, Conducting annual national conferences, published peer reviewed journal quarterly, published consumer magazine quarterly, Kidsflix - free movie for disadvanged kids, research grants to assist people with bladder dysfunction and incontinence.",Y,Y,Y,Y,Y,Y,Y,Y,N,"As the peak body for continence promotion, management and advocacy the CFA fosters relationships with consumer, professional and industry groups. This strategically broadens our national reach, and continues to position Australia as an international leader in continence promotion and advocacy.The prevention focus of our activities is based on the finding that education and raising awareness has a positive impact on people with incontinence, their carers and health professionals. The Foundation supported these outcomes by design/implementation of activities/projects includingManagement/enhancement of the National Continence helplineManagement/enhancement of the directories of services, products and manufacturersEnhanced access to continence resources including information dissemination strategy for indegenous and non English resources, development of continence resources, management and expansion of the CFA website, Workforce support, Annual multidisciplinary conference, health professional and consumer forums, scholarship program for remote health professionals, Accredited training for non specialist continence workforce, Production of Australia and New Zealand Continence Journal, Development/distribution of consumer publication Bridge, Continence specific webinars targeting GPs, remote health workers, Kidsflix - free movie days for disadvantaged kids/families",N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,9,15,5,3,3970237,2480,1369061,5341778,470086,5811864,1559198,0,50000,0,3271608,4880806,931058,8887376,7159,40369,47528,8934904,1444973,0,240543,240543,1685516,7249388,0,931058,Y,
84020368451,Lancaster Dorothy Elizabeth Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,18619,18619,0,18619,0,0,15184,0,5082,20266,-1647,0,0,0,0,430830,0,0,0,0,0,430830,0,-1647,N,http://channelsofblessing.org
84038853526,Australian Haemophilia Centre Directors Organisation,REG,7 Dene Avenue,,Malvern East,VIC,3145,Stonnington,Medium,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,"_Ü¢Standardization of the terminology for Von Willebrand disease_Ü¢Education Day for HTC Directors and AHCDO associates_Ü¢improve standardisation of data recording,_Ü¢advance research activities Haemophilia.Launch National Haemophilia Guidelines.advised and assisted  HFA on patient information resources",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,2,0,35,259837,38500,9008,307345,0,307345,110895,0,21375,0,606455,738725,-431380,615590,0,0,25487,641077,6833,0,0,0,6833,634244,0,-431380,N,
84057054782,The Trustee For Une Parkinson Foundation,REG,14 BILLABONG COURT,,Wantirna South,VIC,3152,Knox,Small,N,Social services,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,DONATED FUNDS TO VARIOUS CHARITIES WITH THE AIM OF EMPOWERING PEOPLE TO HELP THEMSELVES.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,5,0,0,155517,155517,0,155517,0,0,47000,0,14620,61620,93897,0,0,0,0,1028082,0,0,0,0,0,1028082,0,0,Y,
84099220396,Kohn Charitable Trust,REG,9-15 Redwood Dr,,Dingley Village,VIC,3172,Kingston,Small,N,Religious activities,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Providing donations to other charitable organisations whose purposes and activities are the same as this charity.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,0,0,0,0,0,0,16599,16599,0,16599,0,0,28841,0,344,29185,-12586,0,0,0,0,128090,0,0,0,0,127590,500,0,0,N,
84118325164,The Trustee For William Frederick Fletcher Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,2876,2876,0,2876,0,0,2023,0,980,3003,-127,0,0,0,0,68305,0,0,0,0,0,68305,0,-127,N,
84135293622,Elkhuwei Charitable Association For Community Development Ltd.,REG,Ground Floor Office 2/12,Holland Court,Flemington,VIC,3031,Essendon,Small,N,"Economic, social and community development",N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Ran homework Club for primary and secondary studentsCase management for community members suffering from drug and alcohol issues and anger management programs and homelessness support servicesProvide food in needs for people have low incomesRefer clients to appropriate medical , counselling and social servicesAdvocate on behalf of our community for issues involving housing, Centrelink, courts, immigration, VCAT etc.Facilitating the use  of information technology amongst our young peopleOffering training and provide study support in children services certificate 111 and Diploma",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,0,3,21,17,5000,124442,0,129442,0,129442,17418,0,84880,0,0,102298,27144,0,0,0,0,27394,0,0,0,0,0,27394,0,0,N,
84152713098,National Stem Cell Foundation Of Australia,REG,Suite 5,242 Hawthorn Road,Caulfield North,VIC,3161,Glen Eira,Medium,N,Research,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Maintain website to provide Australian public with objective reliable information on both the potential and risks of stem cell medicine.,N,Y,N,Y,Y,Y,Y,Y,N,Awarding annual prizes for top young researchers in Australia to support their research activities and sponsoring various conferences to support attendance by students and early career researchers.,N,N,N,N,N,N,N,N,N,N,N,N,Y,Researchers specialising in Stem Cell Research,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,0,2,0,0,0,26676,260993,287669,9537,297206,69794,0,174751,0,60293,304838,-7632,4171010,0,0,138,4171148,56337,0,0,0,56337,4114811,0,-7632,Y,
84221811239,Reading Out Of Poverty Inc,REG,Unit 15B,20 Commercial Rd,Melbourne,VIC,3004,Melbourne,Medium,N,Emergency relief,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"We provide emergency and relief support to 2500 disadvantaged  people with food, clothing and educational books for their children.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,0,1,2,50,0,363697,0,363697,0,363697,37627,0,260518,0,29452,327597,36100,79634,0,0,11277,90911,5135,0,0,5999,11134,79777,0,36100,Y,http://www.readingoutofpoverty.org.au
84295804135,The Christina Fitzsimons Trust,REG,90 Neptune St,,Richmond,VIC,3121,Yarra,Small,N,Animal protection,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,We raise funds to assist organisations whose aim is to ameliorate animal abuse.,Y,Y,N,Y,Y,Y,Y,Y,N,By raising funds for the operations of organisations concerned with animal welfare.,N,N,N,N,N,N,N,N,N,N,N,N,Y,Animal maltreatment in various fields.,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,3,0,0,130000,130000,0,130000,0,0,115000,0,0,115000,15000,0,0,0,0,1895000,0,0,0,0,0,1895000,0,0,N,
84347352394,The Trustee For The Fh Bateman Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,16141,16141,0,16141,0,0,12536,0,3918,16454,-314,0,0,0,0,321550,0,0,0,0,0,321550,0,-314,N,
84364508081,Estate Of Late Hilton Middleton White,REG,C/- BDO,GPO Box 5099,Melbourne,VIC,3001,Melbourne,Medium,N,Grant-making activities,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The Estate of Late Hilton Middleton White will consider requests from charities for funding each financial year. The trustees review submissions and determine funding allocation from the net income of the Estate. Funds are paid to charities shortly after the end of the financial year.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,396269,396269,165469,561738,0,0,401199,0,50622,451821,109917,603174,0,0,6907656,7510830,403032,0,0,0,403032,7107798,0,109917,N,
84385401739,The Trustee For Leslie Cranbourne Estate,REG,Level 1,401 Collins Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Funds were donated to the National Gallery of Victoria and to CERA eye research. This satisfies the Funds aims for the  Arts and for eye research,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,1,2,0,0,515056,515056,0,515056,0,0,75000,0,222275,297275,217781,1345333,0,0,14809015,16154348,23651,0,0,0,23651,16130697,0,217781,N,
84408933983,Roxburgh Park Community Church Facilitation Ministries Inc,REG,9 Lachlan Cres,,Roxburgh Park,VIC,3064,Hume,Small,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Community Development Initiatives (CDI) is the charitable fund founded by RPCCFM Inc. (Roxburgh Park Community Church Facilitation Ministries) It is used to raise funds that are then used to establish and support community based programs that promote and encourage well-being, health, education, social inclusion and enhanced community capacity. CDI also invests in the training and equipping of volunteers to run these important programs. RPCCFM Inc. is all about developing and empowering our local community with the strategic support and resources that create new opportunities for people in Hume. Through these programs we aim to promote a healthier, more harmonious community that respects the value, contribution and sanctity of every person_Ü_s life.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,0,0,0,20,0,25661,32419,58080,0,58080,0,0,10706,0,18755,29461,28619,0,0,0,0,354173,0,0,0,0,195184,158989,0,0,Y,http://www.cdi.org.au
